gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Phf5a,0.024173386,2.583576603,0.073222627,0.943099621,0.979792883,-5.960647819
Gpr160,0.02406834,1.192236047,0.073093154,0.943200035,0.979792883,-5.642251835
Spa17,0.01845416,2.159258109,0.072025174,0.94402836,0.980194611,-5.86914601
Gm10293,0.026286765,0.881042637,0.070765593,0.945005382,0.980901675,-5.566325117
Gm13453,0.024504845,1.439359081,0.070687759,0.945065759,0.980901675,-5.702490822
Manf,0.020284756,2.915068197,0.070616039,0.945121393,0.980901675,-6.025625488
Scamp4,0.030936115,0.16251378,0.070230143,0.945420744,0.98094998,-5.391006127
Dusp23,0.014803694,3.492577488,0.069456576,0.94602085,0.981191671,-6.123917733
Mms19,0.014035992,3.819249884,0.069274496,0.946162107,0.981191671,-6.170877758
Gpr17,0.028320854,3.337079025,0.069193211,0.946225168,0.981191671,-6.099346372
Smim19,0.016157137,4.320467879,0.06844344,0.94680686,0.981523073,-6.230526211
Klf5,0.073598682,-1.38561345,0.068411742,0.946831453,0.981523073,-5.08727615
Prrc2c,0.010609502,6.47448502,0.068338396,0.946888358,0.981523073,-6.35776747
Glt8d1,0.013795786,3.268598324,0.067804882,0.947302296,0.981541398,-6.088005248
Zfp397,0.013924979,4.368350166,0.067791014,0.947313056,0.981541398,-6.235572049
B2m,0.013122511,6.673150323,0.067714157,0.947372688,0.981541398,-6.362321503
Ap4b1,0.018796648,4.282208129,0.067558592,0.94749339,0.981541398,-6.226505867
Cdyl2,0.021396561,1.83576507,0.067487432,0.947548604,0.981541398,-5.796326248
Dusp27,0.015036989,6.413069514,0.066858025,0.948036974,0.981541398,-6.356356854
Tecrl,0.012739705,5.179031007,0.066843744,0.948048055,0.981541398,-6.303709631
Gfra3,0.043857674,-0.178542656,0.066752153,0.948119124,0.981541398,-5.313787576
Pih1d2,0.046977364,-0.688922984,0.066574215,0.948257195,0.981541398,-5.20922568
Fkbp15,0.011145909,5.034276693,0.066530256,0.948291306,0.981541398,-6.293846424
Gm12250,0.040241321,0.146720735,0.066458234,0.948347192,0.981541398,-5.387526118
Polr2d,0.016685052,2.763165202,0.065958954,0.948734621,0.981541398,-5.99718511
Tuba1a,0.015114499,5.0440928,0.065862062,0.948809809,0.981541398,-6.294608225
Mmp3,0.035190365,0.016497808,0.065795294,0.948861621,0.981541398,-5.357417844
Mrto4,0.015265522,2.566717521,0.0655343,0.949064155,0.981541398,-5.957680599
Cntrob,0.030339679,0.260053793,0.065397376,0.94917041,0.981541398,-5.414374279
Golph3l,0.013018139,3.813821018,0.065392971,0.949173828,0.981541398,-6.170445939
Dcbld2,0.01640669,3.200481641,0.064396523,0.949947122,0.981985579,-6.076800853
Nras,0.014577993,2.854813941,0.06259134,0.951348173,0.982864807,-6.015018535
Zfp609,0.017715189,1.969348489,0.062435266,0.951469314,0.982918864,-5.827096263
Msi2,0.011112844,8.095287366,0.061664227,0.952067798,0.983133993,-6.379059585
Tyrobp,0.030592333,0.713815639,0.061608324,0.952111192,0.983133993,-5.5256888
Inhba,0.016947596,1.817623601,0.061368885,0.952297052,0.983133993,-5.792541982
Nusap1,0.036173201,0.0666141,0.06042604,0.95302895,0.983433891,-5.369208478
Qtrt1,0.02300742,0.56557018,0.060381429,0.953063582,0.983433891,-5.489114259
Hmgn3,0.027696422,1.030364501,0.05942994,0.953802238,0.983739902,-5.60361286
Rcbtb2,0.014652714,2.999314892,0.059370731,0.953848204,0.983739902,-6.041900861
Mynn,0.011201913,4.337077586,0.059131943,0.954033587,0.983789021,-6.232913672
Cars,0.015093446,2.631415714,0.058522676,0.954506604,0.984188325,-5.97148411
Ece2,0.055762634,-0.297138792,0.058385938,0.954612767,0.984188325,-5.288686304
Eml1,0.008732882,6.867842896,0.058278167,0.95469644,0.984188325,-6.366722936
Rassf4,0.032295422,0.106543321,0.056910256,0.95575853,0.98463769,-5.378658452
Gm20422,0.040208515,-0.569647591,0.056723981,0.955903167,0.98463769,-5.232921727
Trdmt1,0.016693147,1.488296307,0.055927021,0.956522002,0.985003875,-5.71523433
Slc24a3,0.030983889,0.016951906,0.055751542,0.956658264,0.985072509,-5.358047798
Gpx8,0.012052662,3.191230382,0.055471208,0.956875952,0.985155281,-6.07577659
Vwa8,0.011097077,8.292297715,0.05502715,0.957220783,0.98538796,-6.379889341
Srbd1,0.016883331,1.421999524,0.054927805,0.95729793,0.98538796,-5.699232313
Rassf8,0.011066985,5.730532163,0.054590311,0.957560017,0.98538796,-6.334313369
Agbl3,0.018352647,2.384255036,0.054441848,0.957675311,0.98538796,-5.919716468
Papolg,0.011006603,3.059438736,0.054441636,0.957675475,0.98538796,-6.052876742
Saxo2,0.027260701,1.217287263,0.054291778,0.957791853,0.98538796,-5.649519417
Gm15712,0.03060924,0.314822697,0.053159709,0.958671037,0.986008384,-5.428187455
Ctps,0.01115166,3.352056386,0.052871221,0.958895091,0.986025816,-6.102837025
Zfp354b,0.023983901,0.901820568,0.052569322,0.959129565,0.986072738,-5.572508801
Evi5l,0.013608896,4.266817618,0.052025469,0.959551965,0.986275239,-6.225804714
Wdr5,0.01131055,2.479109491,0.050815305,0.960491924,0.987028286,-5.940187104
Zfp939,0.012335624,2.31420465,0.050635273,0.960631764,0.98710097,-5.904662488
Ppp1r3a,0.008180228,8.458683704,0.050122964,0.961029708,0.98721096,-6.380179803
Stx16,0.011908234,2.368609605,0.050010838,0.961116805,0.98721096,-5.916538167
Lrba,0.007936724,6.335653085,0.049963583,0.961153512,0.98721096,-6.355356924
Thap6,0.015604911,1.96499931,0.049642836,0.961402665,0.987283104,-5.826829848
Mfng,0.022419198,0.537542436,0.04951722,0.961500244,0.987283104,-5.482758998
Coa4,0.011336336,2.757936313,0.04866128,0.962165155,0.987568065,-5.997178
Wdr45b,0.010996234,3.897619537,0.048568992,0.962236848,0.987568065,-6.182411467
Cdh23,0.020399032,3.385916787,0.048330383,0.962422211,0.987568065,-6.108588154
Rpain,0.017230279,1.027113976,0.048135057,0.962573951,0.987568065,-5.603393095
Prpf6,0.009896024,7.090276636,0.048129899,0.962577959,0.987568065,-6.370880674
Calhm5,0.027392026,0.348157539,0.048116848,0.962588098,0.987568065,-5.436475106
Camk2g,0.009306225,4.282279445,0.048090824,0.962608314,0.987568065,-6.227706284
3110040N11Rik,0.013891221,3.195480436,0.047901233,0.962755601,0.987568065,-6.076912504
Psme2b,0.018926263,1.106428668,0.047710267,0.962903957,0.987568065,-5.622892155
Tcf25,0.006930255,6.547830297,0.047591726,0.962996049,0.987568065,-6.360800171
Ints7,0.009984144,3.743046655,0.047557892,0.963022335,0.987568065,-6.161914745
Hyi,0.017540507,0.566767807,0.047316553,0.963209828,0.987689423,-5.490053716
Ccdc51,0.014344992,2.672223126,0.047156527,0.963334152,0.987715697,-5.980293334
Gm13305,0.020492672,0.302524796,0.046542437,0.963811247,0.987951488,-5.425523812
Tm9sf3,0.007848576,7.091614409,0.046145189,0.964119882,0.988094956,-6.371000579
Med1,0.009184532,4.753516436,0.045736213,0.964437635,0.988094956,-6.27311399
Ift46,0.010133636,2.739711394,0.045303963,0.964773478,0.988094956,-5.993719217
Selenom,0.008764681,3.94150982,0.045262541,0.964805662,0.988094956,-6.188193498
Dnajc16,0.012770848,2.899761113,0.045140094,0.9649008,0.988094956,-6.024315308
Senp1,0.013218024,4.283193094,0.044800906,0.965164344,0.988094956,-6.227966834
Reep6,0.012392665,3.088020296,0.04473311,0.965217021,0.988094956,-6.058368473
Grik5,0.017398647,0.831364242,0.044636344,0.965292208,0.988094956,-5.555452243
Mtrr,0.013099567,1.765368202,0.044600117,0.965320357,0.988094956,-5.781284076
Mrpl19,0.010222719,3.79430392,0.044556963,0.965353888,0.988094956,-6.169080455
Tm9sf4,0.008436096,5.213808509,0.044492488,0.965403985,0.988094956,-6.307300744
Srsf7,0.009616429,4.985433766,0.04376036,0.965972862,0.988295316,-6.291594965
Wnt2b,0.025998045,0.285444507,0.043712939,0.96600971,0.988295316,-5.421524494
Cd200,0.010234179,3.754862212,0.0435915,0.966104072,0.988299368,-6.163749595
Hdac6,0.015356906,2.167365228,0.042984948,0.966575394,0.988423349,-5.872657092
Atad2,0.013317095,2.664286383,0.042829963,0.966695827,0.988423349,-5.97892362
1700017B05Rik,0.017006625,0.883723867,0.042780467,0.966734288,0.988423349,-5.568485379
Acot1,0.015450932,4.576437899,0.04265761,0.966829757,0.988423349,-6.257448573
Hdx,0.025655514,-0.48159002,0.042478407,0.966969012,0.988423349,-5.251102006
Pnkp,0.011595956,3.001065771,0.042373462,0.967050562,0.988423349,-6.043117157
Trim12c,0.008002351,3.464232033,0.042313886,0.967096858,0.988423349,-6.121127207
Gm43096,0.028490721,-0.132427761,0.0422984,0.967108892,0.988423349,-5.325036797
Tnfrsf22,0.008779661,3.411053358,0.042099722,0.967263283,0.988476937,-6.112903321
Nop58,0.010102748,3.577371738,0.041811771,0.967487049,0.988499733,-6.138452199
Pola1,0.015728237,1.954960329,0.041681118,0.96758858,0.988499733,-5.824915779
Aqp4,0.017978927,1.161817151,0.04158096,0.967666414,0.988499733,-5.636619775
Fchsd2,0.008082324,4.39313578,0.041308069,0.967878482,0.988502564,-6.239601733
Pear1,0.010945026,4.22224431,0.040876351,0.968213983,0.988738261,-6.221477458
Gm6483,0.025897452,-0.642615085,0.040630024,0.968405413,0.988738261,-5.21924644
Itgbl1,0.015527314,3.066706338,0.040620568,0.968412762,0.988738261,-6.054828697
Knop1,0.007615015,5.369410563,0.040581074,0.968443455,0.988738261,-6.316834297
Dcdc2b,0.025140088,0.068808429,0.040565721,0.968455386,0.988738261,-5.370586284
Mdm4-ps,0.025614728,-0.050075939,0.040316636,0.968648963,0.988864025,-5.343492186
Gm35339,0.01891384,0.71614966,0.040110913,0.968808843,0.988864025,-5.527286801
Slc25a38,0.009602592,2.201210322,0.039882425,0.968986416,0.988864025,-5.880365913
Ildr2,0.025433376,-0.907814365,0.039761826,0.969080143,0.988881309,-5.169572783
Lrch3,0.01084065,4.04522549,0.039435565,0.969333707,0.988998738,-6.20113742
Gm43213,0.023318593,-0.433260676,0.039315488,0.969427029,0.989023304,-5.261056789
Serhl,0.008229737,3.537643496,0.039049392,0.969633837,0.989116601,-6.132587692
Lztr1,0.008346075,3.757915361,0.039019614,0.96965698,0.989116601,-6.164373815
Trf,0.011012652,2.412498949,0.038308677,0.970209529,0.989524623,-5.926567342
Fbxo25,0.012963061,1.242433533,0.038237546,0.970264814,0.989524623,-5.656403849
Adh1,0.011688776,2.993800938,0.037258269,0.97102595,0.989855656,-6.042005499
Gfod1,0.007914074,4.428288557,0.037117365,0.971135468,0.989855656,-6.243301744
Ormdl1,0.008743338,3.287624326,0.037106609,0.971143829,0.989855656,-6.092865393
Cnpy3,0.009746906,2.063190547,0.036952539,0.971263582,0.989907074,-5.849655866
Rnf149,0.01402325,0.509060184,0.036711972,0.971450568,0.989956369,-5.476234769
Gm7729,0.035062886,-0.146474444,0.036530641,0.971591513,0.990029363,-5.322129964
Entpd2,0.007429754,3.086417247,0.036337671,0.971741505,0.990097138,-6.058443032
AC154607.1,0.026205231,-1.029294717,0.036266706,0.971796666,0.990097138,-5.148047147
Foxred1,0.006309903,5.029322006,0.035915411,0.972069725,0.990304699,-6.295151951
Gm42742,0.008495439,2.969394656,0.035705678,0.972232751,0.990400141,-6.037613675
Utp25,0.011991444,1.55808053,0.035479249,0.972408756,0.990508791,-5.732807417
Amotl1,0.006281282,5.45027581,0.035291117,0.972554995,0.990533298,-6.321555325
Pbxip1,0.008748405,4.232701604,0.034670249,0.973037613,0.990885789,-6.222868445
Has3,0.011516137,1.479513891,0.034646123,0.973056367,0.990885789,-5.714065685
Gm3946,0.030728786,-1.381874361,0.034428516,0.973225522,0.990916747,-5.089081229
Olfr1033,0.02592101,3.653447559,0.03380898,0.97370712,0.991265773,-6.14978411
Picalm,0.005164103,7.315457735,0.033385263,0.974036505,0.991459764,-6.374565636
Stxbp3,0.008716103,2.145562677,0.033048802,0.974298063,0.991584668,-5.868165315
Meis1,0.005627999,4.708771112,0.032445383,0.974767157,0.991810059,-6.269824282
Lcp1,0.011622324,2.13415978,0.032406629,0.974797284,0.991810059,-5.865643366
Tspan2,0.01925385,-0.160587738,0.032168205,0.974982636,0.991822779,-5.319154558
Crybb3,0.032597323,-1.452288008,0.032122577,0.975018108,0.991822779,-5.077980971
Msto1,0.008229036,3.769695795,0.031742002,0.975313973,0.991911811,-6.16626343
S100a6,0.009805308,2.971704124,0.031571743,0.975446336,0.99194431,-6.038178953
Zdhhc17,0.007503677,2.468543302,0.031522233,0.975484826,0.99194431,-5.938782093
Slc4a2,0.009277696,2.887177343,0.031021323,0.975874251,0.992128402,-6.022541264
Gm4841,0.011291908,1.661439621,0.030708633,0.97611735,0.992207061,-5.757612691
Hnrnpf,0.004655296,6.860659291,0.030662781,0.976152997,0.992207061,-6.367912595
Ccdc84,0.013305087,1.679328056,0.030120992,0.976574215,0.992502903,-5.761861166
Nsd1,0.004779901,4.512059993,0.028930962,0.977499438,0.992818528,-6.251896765
Txndc16,0.005867064,4.650327215,0.028811954,0.977591966,0.992818528,-6.264723126
Meis3,0.009131677,1.629195617,0.028671467,0.977701195,0.992818528,-5.750036652
Hnrnpk,0.004150877,6.723037433,0.028598362,0.977758034,0.992818528,-6.365362816
Lman2l,0.004961412,3.993546256,0.028538909,0.977804259,0.992818528,-6.195325223
Dnah3,0.020105749,0.077290139,0.02808744,0.97815528,0.992950296,-5.372922276
Smarcc2,0.004777385,6.571780744,0.028038211,0.978193556,0.992950296,-6.362147308
Fkbp8,0.005337544,5.199995652,0.027613744,0.978523588,0.993081794,-6.307049259
Polr3d,0.008710604,2.205285578,0.027170072,0.978868557,0.993156959,-5.881700816
Cuzd1,0.018626835,-0.630832095,0.027127978,0.978901287,0.993156959,-5.221896825
Mapre2,0.004427626,6.968317971,0.026975454,0.97901988,0.993156959,-6.369863169
Trpm4,0.006556618,4.586274683,0.02685696,0.979112014,0.993156959,-6.258928837
L2hgdh,0.008316659,2.073826098,0.02681263,0.979146482,0.993156959,-5.852379929
Cep126,0.010648302,2.320714631,0.026695114,0.979237857,0.993156959,-5.907020406
Bhlhb9,0.00492265,4.650056018,0.026679343,0.979250119,0.993156959,-6.264761189
Irgm2,0.005551672,4.197880203,0.026326512,0.979524463,0.993364663,-6.219335975
Ctps2,0.007934509,1.998065217,0.026087705,0.97971015,0.993392096,-5.835268334
Macf1,0.004147213,11.25787812,0.025830955,0.979909789,0.993392096,-6.334105285
Ccnb1ip1,0.015172526,6.085941958,0.025805284,0.97992975,0.993392096,-6.348969869
Gramd3,0.005914988,3.898968015,0.02573406,0.979985132,0.993392096,-6.183484015
Tbc1d30,0.01456705,-0.439143533,0.025632533,0.980064076,0.993392096,-5.26021132
Ralgps1,0.00676034,3.559299677,0.025571013,0.980111912,0.993392096,-6.136312908
Ube2l3,0.006213993,4.576398387,0.02549981,0.980167278,0.993392096,-6.258066038
Nsg1,0.011190173,0.089362686,0.025486702,0.980177471,0.993392096,-5.375786228
Tbc1d15,0.004196598,4.659970291,0.025206003,0.980395735,0.993415782,-6.265709427
Xlr,0.013910098,-0.626671114,0.024647006,0.980830404,0.993630801,-5.222758303
Arid3b,0.011252875,1.747364618,0.024514909,0.980933122,0.993664381,-5.777813016
Setd1a,0.008630011,1.365394419,0.02427997,0.98111581,0.993736332,-5.686674525
Oxsm,0.004616235,4.66073757,0.024244617,0.9811433,0.993736332,-6.265804954
Dolpp1,0.009662899,1.468789002,0.024052489,0.981292699,0.993816851,-5.711771822
Gnb3,0.007789457,2.356269849,0.023740907,0.981534988,0.993918708,-5.914834429
Selenoo,0.004155138,4.0188444,0.02324286,0.981922277,0.99407038,-6.198509097
Pth1r,0.009524695,1.135891907,0.023194689,0.981959736,0.99407038,-5.630918678
Zfp189,0.006278762,2.926710847,0.023193962,0.981960301,0.99407038,-6.030101516
Dusp3,0.004414979,7.139897004,0.023037924,0.98208164,0.994120857,-6.372561925
Rab6a,0.003625729,6.297329645,0.022950829,0.982149368,0.994120857,-6.355368417
Wdr47,0.00857745,1.274413828,0.022683116,0.982357549,0.994190667,-5.664655851
C9orf72,0.00395271,4.30535428,0.022557055,0.982455578,0.994200283,-6.231130447
Wdr19,0.00874867,1.277891915,0.022450648,0.982538324,0.994200283,-5.665509737
Timm29,0.003525171,6.051293465,0.022322068,0.982638313,0.994200283,-6.347933247
Scin,0.004668926,3.041095951,0.021819519,0.983029117,0.994395075,-6.050963442
Anxa5,0.004228773,3.278509157,0.021707161,0.983116492,0.994395075,-6.091817193
Dennd5a,0.0054974,5.077808761,0.02151424,0.983266518,0.994476396,-6.299061306
Dguok,0.00478061,3.861569805,0.020707089,0.983894207,0.994802671,-6.178708353
Selplg,0.011257995,-0.591705842,0.020537911,0.984025772,0.994802671,-5.229681873
Slc9a2,0.010594347,0.748495515,0.020470469,0.984078221,0.994802671,-5.535845635
C3ar1,0.005463159,2.150184975,0.020382913,0.98414631,0.994802671,-5.869541271
Vps54,0.005648928,5.409605278,0.020188383,0.984297591,0.994885181,-6.319763973
Slc38a4,0.00773351,3.057554149,0.018789479,0.985385505,0.995583438,-6.053908735
Trp53,0.00588099,3.040199901,0.0187623,0.985406642,0.995583438,-6.050870045
Vps4b,0.004344447,3.491225792,0.018596921,0.985535257,0.995635702,-6.126059716
Dtwd2,0.005358281,1.603446903,0.018516518,0.985597787,0.995635702,-5.744100427
Zdhhc2,0.008389338,0.054418508,0.018330959,0.985742098,0.995640647,-5.367832786
Pfkfb2,0.003382641,6.601084699,0.018016117,0.985986954,0.99574713,-6.36306061
Angel1,0.009621349,0.05745325,0.017770994,0.98617759,0.995818486,-5.368541093
Hspb2,0.003383367,4.355684315,0.01774597,0.986197052,0.995818486,-6.23654681
Lrwd1,0.00476929,2.913527197,0.016998363,0.986778483,0.99583564,-6.02777927
Arpc1b,0.003967165,3.011547522,0.016827643,0.986911257,0.99583564,-6.045796127
Trim30a,0.007746225,-0.242219305,0.016516391,0.987153328,0.995868836,-5.301733146
Samd8,0.00383287,3.698056161,0.016390936,0.987250899,0.995896927,-6.15663114
Aasdh,0.003243643,3.522209712,0.016156974,0.98743286,0.996010137,-6.130906233
Cryba4,0.008675186,0.65518645,0.015791118,0.987717402,0.996178302,-5.512782033
Igfbp5,0.003384825,6.285136525,0.015434799,0.987994528,0.996268173,-6.355191433
Eif1b,0.003292267,4.502032626,0.014109532,0.989025267,0.996890498,-6.251257959
Nadk2,0.002267813,5.170835667,0.013719806,0.989328384,0.997009178,-6.305456616
Gm16588,0.008329004,0.703551472,0.013602802,0.989419386,0.997009178,-5.524820856
Mapkapk3,0.0028614,3.09593261,0.013149254,0.989772145,0.997009178,-6.060706093
Utp23,0.005030392,0.776207678,0.012972571,0.989909565,0.997009178,-5.542750349
Gm17229,0.006284983,1.172844801,0.012451111,0.990315148,0.997009178,-5.64004906
Ankrd11,0.001831199,7.424206628,0.012286286,0.990443347,0.997009178,-6.376341959
6430548M08Rik,0.004110781,4.304064339,0.012281352,0.990447185,0.997009178,-6.231182955
Aqp7,0.003908993,3.463594193,0.012280804,0.990447611,0.997009178,-6.121889348
Mx1,0.006807909,-0.108216184,0.011929074,0.990721183,0.997128836,-5.331105609
Tspan17,0.004294179,1.347750144,0.011845783,0.990785966,0.997128836,-5.682639701
Rev3l,0.002306778,4.56520106,0.011647444,0.990940232,0.997128836,-6.257315025
Hirip3,0.004265762,2.115846059,0.011589431,0.990985355,0.997128836,-5.862032859
Gstp2,0.003680106,2.313224227,0.010715886,0.991664797,0.997625562,-5.905700969
Zpr1,0.002772402,3.198179096,0.010450069,0.991871551,0.997625562,-6.078516273
Wdr76,0.002228934,2.703432744,0.010183575,0.992078832,0.997666828,-5.987542168
Cyb561,0.003625489,1.511535453,0.01001598,0.992209189,0.99769766,-5.722317332
Slc9a7,0.003142986,1.736273916,0.009797808,0.992378886,0.99769766,-5.775506014
2810021J22Rik,0.005149626,0.924607673,0.009424954,0.992668896,0.997807851,-5.579395226
Fsd1l,0.001648162,5.816754704,0.009290855,0.9927732,0.997807851,-6.339512371
Pdf,0.001594023,4.542020033,0.009284756,0.992777944,0.997807851,-6.255180236
Ly6c1,0.001648057,5.424155451,0.008689408,0.993241016,0.997891323,-6.32075665
Dram2,0.002131946,4.456992141,0.008645719,0.993274999,0.997891323,-6.246877541
Arid4a,0.001368888,4.484098785,0.008537034,0.993359536,0.997891323,-6.249578181
Impdh2,0.001620698,3.53553635,0.008465541,0.993415145,0.997891323,-6.133033741
Insig2,0.001792258,3.013226838,0.008413068,0.99345596,0.997891323,-6.046210021
0610010K14Rik,0.002161252,2.191140841,0.007944951,0.993820072,0.99791888,-5.878899412
Ccdc14,0.001712752,2.401819051,0.006950019,0.994593959,0.998469114,-5.924996003
Gm2011,0.0017308,2.619831466,0.006794121,0.994715221,0.998469114,-5.970862919
Mdc1,0.00341363,0.791470184,0.00641931,0.995006761,0.998469114,-5.546544891
Rap2c,0.001124086,4.860788677,0.006371803,0.995043714,0.998469114,-6.283060087
Vrk1,0.001278346,3.542592803,0.006079557,0.995271034,0.998571873,-6.134115763
Aspscr1,0.001134307,4.000124875,0.005912239,0.99540118,0.998571873,-6.196534037
Aldh1l1,0.003236223,0.329470229,0.00537633,0.995818031,0.99871296,-5.432975514
Ackr2,0.003397335,-0.384826827,0.005190936,0.995962238,0.998759295,-5.271671073
Hgf,0.004801557,-0.83704575,0.004962074,0.996140256,0.998776626,-5.18309329
Elac2,0.000748878,4.999265022,0.004742754,0.996310852,0.998776626,-6.293618029
Kcnq3,0.00291835,1.265395221,0.004324755,0.996635991,0.998899378,-5.66269863
Smyd3,0.001180693,2.293941706,0.004292065,0.996661418,0.998899378,-5.901575641
Plekhf2,0.000923605,2.518770883,0.003826163,0.997023818,0.999058266,-5.949797609
Naip5,0.001990952,-0.129527298,0.003769235,0.997068099,0.999058266,-5.326429476
Rmnd5b,0.000936787,2.619861775,0.003728558,0.99709974,0.999058266,-5.970885824
Acsf3,0.00053376,4.679564012,0.003312879,0.997423074,0.999312133,-6.267792147
Unc13b,0.000634257,3.066413387,0.00287309,0.997765163,0.999372906,-6.055633302
Cpsf4,0.00074827,2.463795815,0.00258452,0.997989627,0.999372906,-5.938290296
Pigq,0.000508765,4.174812974,0.001870783,0.998544808,0.999372906,-6.217159945
Rprd1b,0.000305104,5.153840767,0.001644027,0.99872119,0.999372906,-6.304449848
Gal3st2c,0.000368814,3.355240652,0.001628394,0.99873335,0.999372906,-6.104819181
Phf7,0.000561334,2.254950239,0.001543654,0.998799266,0.999372906,-5.893073957
2610008E11Rik,0.000354853,3.396270638,0.001498137,0.998834671,0.999372906,-6.111478753
Fam76b,0.000308054,2.368119995,0.001283883,0.999001328,0.999372906,-5.917710255
Ube2d2a,0.000228015,3.415237084,0.001180148,0.999082019,0.999372906,-6.114485815
Psen1,0.00032593,4.613838133,0.001076042,0.999162998,0.999372906,-6.261827255
Naa60,8.82E-05,4.054820637,0.000457484,0.999644145,0.999714139,-6.20311226
Zfyve26,2.25E-05,1.628904608,7.17E-05,0.999944253,0.999944253,-5.750375185
Bmpr1a,-0.000121034,5.781480154,-0.000657991,0.99948818,0.999628155,-6.338081337
Gm17853,-0.000571236,-0.558545255,-0.00109024,0.999151955,0.999372906,-5.236398851
Rpl7a,-0.00016558,6.500942412,-0.001135962,0.99911639,0.999372906,-6.360893747
Bcl2,-0.000257322,3.62505803,-0.001237189,0.99903765,0.999372906,-6.1463333
Vmn2r22,-0.000836325,-0.398436571,-0.001312992,0.998978686,0.999372906,-5.268860971
Rcc1l,-0.000333313,2.169441284,-0.001346756,0.998952422,0.999372906,-5.874060308
2610044O15Rik8,-0.000527593,1.623912822,-0.001801788,0.998598476,0.999372906,-5.749183336
Plekhf1,-0.000582204,3.831436755,-0.002071018,0.998389054,0.999372906,-6.174995688
Sdhaf3,-0.000572344,2.329280164,-0.002128075,0.998344673,0.999372906,-5.909242644
Ctla2b,-0.0011351,0.119143477,-0.002183651,0.998301443,0.999372906,-5.383005202
Acot3,-0.001061587,0.510006198,-0.002188209,0.998297897,0.999372906,-5.477080876
Atp11b,-0.000461832,4.508630273,-0.002400698,0.998132613,0.999372906,-6.252003663
Mmp17,-0.001160601,0.308363877,-0.002491408,0.998062055,0.999372906,-5.427892227
Erich3,-0.001499353,0.172977792,-0.00275425,0.997857602,0.999372906,-5.395633191
Dusp6,-0.000679674,3.021967827,-0.002762268,0.997851366,0.999372906,-6.047820442
Gm37240,-0.000718654,5.51309771,-0.004190681,0.996740279,0.998908322,-6.32553077
Pdxk,-0.001367348,3.350913106,-0.004293041,0.996660659,0.998899378,-6.104105663
Cxcl16,-0.001735518,2.506920705,-0.00471922,0.996329158,0.998776626,-5.947311309
Lcp2,-0.002313218,-0.116760625,-0.004838231,0.996236586,0.998776626,-5.329256086
Vasp,-0.001496034,2.225176039,-0.005018458,0.996096398,0.998776626,-5.886470809
Senp7,-0.001212925,4.171090701,-0.005340232,0.995846109,0.99871296,-6.216733844
Morc4,-0.001375313,2.134823685,-0.005525913,0.995701679,0.998708363,-5.866308857
Mbnl2,-0.00093103,8.187548448,-0.005645274,0.995608835,0.998685371,-6.381313629
Plcb1,-0.001727747,3.206679385,-0.005880621,0.995425774,0.998571873,-6.080011217
1810049J17Rik,-0.002003353,1.524273986,-0.005932732,0.995385239,0.998571873,-5.72538407
Arf4,-0.001259144,4.82376746,-0.006399931,0.995021835,0.998469114,-6.280015533
Gabpa,-0.001478957,4.064268994,-0.006432668,0.994996371,0.998469114,-6.204226302
Mus81,-0.002082917,2.692383684,-0.006725889,0.994768294,0.998469114,-5.985390831
Chchd5,-0.001957227,1.966728391,-0.006844953,0.994675682,0.998469114,-5.828441729
Kank2,-0.001373238,6.314033384,-0.00774125,0.993978516,0.997961138,-6.356071857
Osbpl10,-0.00359317,1.629516803,-0.007885185,0.993866559,0.99791888,-5.750490378
Daglb,-0.002284616,3.472424478,-0.007947203,0.99381832,0.99791888,-6.123299597
Shprh,-0.001552432,5.089829358,-0.007973047,0.993798218,0.99791888,-6.300121746
AI987944,-0.001777058,3.545881266,-0.008032791,0.993751748,0.99791888,-6.134597265
Pomgnt1,-0.001718205,5.332948866,-0.00836958,0.993489785,0.997891323,-6.315619722
Sfrp1,-0.001909842,2.879998042,-0.008497335,0.993390415,0.997891323,-6.021674228
Egln2,-0.002056629,4.73179795,-0.008877525,0.993094695,0.997891323,-6.27234787
Trim21,-0.003145613,1.240488464,-0.009097497,0.992923597,0.997884023,-5.656596003
Cd79a,-0.007475548,-0.875045431,-0.009561741,0.992562501,0.997801957,-5.176089862
Bpnt1,-0.002156102,4.386915034,-0.009784932,0.9923889,0.99769766,-6.23983279
Gm16286,-0.001551504,5.527136811,-0.009822023,0.992360051,0.99769766,-6.32619307
Pwp1,-0.002298099,2.842956695,-0.010245311,0.992030813,0.997666828,-6.0147774
Nfkbib,-0.001935666,4.295342513,-0.010415932,0.991898103,0.997625562,-6.230277766
Aldh7a1,-0.003087029,2.566876118,-0.010445795,0.991874876,0.997625562,-5.959869132
Ipo11,-0.002063313,4.304391493,-0.01066323,0.991705753,0.997625562,-6.23123744
Armcx3,-0.002665643,4.275672757,-0.011022488,0.991426322,0.997502265,-6.228144778
Bag2,-0.002480032,4.39761794,-0.011605178,0.990973107,0.997128836,-6.240884476
Mavs,-0.002063608,6.156490312,-0.011878958,0.990760163,0.997128836,-6.351458014
Rundc3b,-0.00796873,-0.597224761,-0.012306951,0.990427274,0.997009178,-5.228703374
Tfpt,-0.003220117,2.724501002,-0.0124407,0.990323246,0.997009178,-5.991684304
D7Ertd443e,-0.009209851,0.706966596,-0.012510513,0.990268946,0.997009178,-5.525681389
